FEMALE,AGE,YRS_CLIMBING,START_AGE,PARENTS,HEIGHT,APEINDEX,WEIGHT,BMI,OCC_STUDY,OCC_PART,OCC_FULL,OCC_BOTH,OCC_NEITHER,C_NA,C_CSA,C_EU,C_AS,C_AF,C_OCE,TRAVEL,VACATIONS,INDOOR,OUTDOOR,INOUTDOOR,SPORT,BOULDER,BOUL_SPORT,OTHERSPORT,WHY_FUN,WHY_HEALTH,WHY_SOCIAL,WHY_COMP,WHY_PLACES,WHY_CHALLENGE,CLIMBDAYS,INDOORDAYS,TRAINDAYS,TRAINPCT,TOTALTRAIN,TRAINLENGTH,TRAIN_NA,TRAIN_COACH,TRAIN_BOOK,TRAIN_SELF,TRAIN_RANDOM,TRAIN_CLIMB,FAC_BOULDER,FAC_LEAD,FAC_TOP,FAC_AUTO,FAC_BOARDS,FAC_MOON,FAC_GYM,IN_NA,IN_OUT,IN_IN,FOCUS_FINGER,FOCUS_FOOT,FOCUS_CORE,FOCUS_END,FOCUS_POW,FOCUS_SEQ,FOCUS_DIFF,FOCUS_CARDIO,FOCUS_FLEX,FOCUS_EXPLO,SHOEFIT,DIET_NO,DIET_FISH,DIET_VEGETARIAN,DIET_VEGAN,DIET_OTHER,PREB_WARM,PREB_EASY,PREB_HARD,PRES_WARM,PRES_EASY,PRES_HARD,PROJ_ONSIGHT,PROJ_HOLDS,PROJ_REST,PROJ_TOP,ROUTEQTY,ATTEMPTS,BESTGO,PROJECTING,B_INFLASH,B_INREDP,B_OUTFLASH,B_OUTREDP,B_FLASHCONF,B_SENDCOF,B_AVG,B_INPOTENTIAL,B_OUTPOTENTIAL,S_FLASH,S_REDP,S_FLASHCONF,S_FINISHCONF,S_AVG,S_FPOTENTIAL,S_MPOTENTIAL,S_INCONSISTENCY
1,29,3.5,25.5,0,162.0,1,54.0,20.576131687242796,1,0,0,1,0,0,0,1,0,0,0,6,2,0,1,0,1,0,0,0,1,0,1,0,0,1,5,3,3,1.0,7.5,2.5,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,3,2.0,2,6.0,6.0,3.0,4.0,3.0,4.0,4.333333333333333,0.0,1.0,9.0,13.0,6.0,11.0,9.75,4.0,-2.0,3.0
0,40,24.0,16.0,0,175.0,0,70.0,22.857142857142854,0,0,1,0,0,0,0,1,0,0,0,2,2,0,1,0,1,0,0,1,1,1,1,0,1,1,2,1,1,1.0,0.5,0.5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,5,3,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,6.0,9.0,8.0,3.0,-1.0,1.0
0,25,7.0,18.0,0,170.0,0,70.0,24.22145328719723,0,1,0,0,0,1,0,0,0,0,0,20,3,0,1,0,0,1,0,0,1,1,1,1,1,1,3,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10,3,2.0,2,6.0,9.0,5.0,8.0,4.0,5.0,6.166666666666668,3.0,3.0,5.0,12.0,5.0,11.0,8.25,7.0,-1.0,0.0
0,20,3.0,17.0,0,170.0,3,66.0,22.837370242214536,1,0,0,0,0,1,0,0,0,0,0,6,2,0,0,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1.0,7.5,2.5,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,2,1.0,1,6.0,8.0,5.0,7.0,5.0,7.0,6.333333333333332,2.0,2.0,11.0,14.0,10.0,15.0,12.5,3.0,1.0,1.0
1,26,5.0,21.0,0,158.0,0,58.0,23.233456176894727,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,3,2,1,0.5,2.5,2.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,2,2.5,0,3.0,5.0,2.0,3.0,2.0,4.0,3.1666666666666665,2.0,1.0,6.0,7.0,3.0,5.0,5.25,1.0,-2.0,3.0
1,51,13.0,38.0,0,157.0,-1,59.0,23.93606231490121,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,1,1,3,3,1,0.3333333333333333,1.5,1.5,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,8,3,3.0,0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,11.0,12.0,9.0,10.0,10.5,1.0,-2.0,2.0
1,31,7.0,24.0,0,161.0,5,61.0,23.53304270668569,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0,1,1,1,1,0,1,1,3,3,0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,7,2,2.0,1,2.0,2.0,2.0,3.0,2.0,2.0,2.1666666666666665,0.0,1.0,6.0,9.0,5.0,9.0,7.25,3.0,0.0,1.0
0,35,14.0,21.0,0,183.0,0,70.0,20.902385858042933,0,0,0,0,1,0,0,1,0,0,0,6,3,0,1,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0.0,0.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,6,3,2.0,2,8.0,10.0,8.0,11.0,6.0,8.0,8.5,2.0,3.0,15.0,18.0,12.0,16.0,15.25,3.0,-2.0,3.0
0,24,2.0,22.0,0,188.0,10,74.0,20.937075599818925,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,5,5,2,0.4,3.0,1.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,20,1,2.5,0,7.0,8.0,1.0,2.0,6.0,7.0,5.166666666666667,1.0,1.0,9.0,11.0,9.0,12.0,10.25,2.0,1.0,0.0
0,22,3.0,19.0,0,168.0,0,62.0,21.967120181405896,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,1,0.5,4.0,4.0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,1,2.0,1,2.0,3.0,0.0,1.0,1.0,3.0,1.6666666666666667,1.0,1.0,7.0,8.0,7.0,8.0,7.5,1.0,0.0,0.0
1,19,7.0,12.0,0,165.0,0,68.0,24.977043158861342,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,2,2,2,1.0,1.0,0.5,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,5,3,3.0,2,1.0,2.0,0.0,0.0,0.0,2.0,0.8333333333333334,1.0,0.0,6.0,7.0,3.0,6.0,5.5,1.0,-1.0,3.0
0,26,6.0,20.0,0,179.0,6,73.0,22.78330888549047,0,0,1,0,0,0,0,1,0,0,0,20,1,1,0,0,0,1,0,1,1,1,1,1,1,1,4,4,3,0.75,7.5,2.5,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,9,3,3.0,0,6.0,8.0,6.0,7.0,5.0,5.0,6.166666666666668,2.0,1.0,9.0,11.0,7.0,7.0,8.5,2.0,-4.0,2.0
0,49,1.0,48.0,0,183.0,0,92.0,27.47170712771357,0,0,1,0,0,1,0,0,0,0,0,20,1,1,0,0,0,1,0,1,1,1,0,0,1,1,2,2,2,1.0,3.0,1.5,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,6,3,1.0,1,3.0,4.0,2.0,3.0,2.0,2.0,2.6666666666666665,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0
1,27,5.0,22.0,0,162.0,1,70.0,26.672763298277697,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,1,1,0,0,1,2,2,2,1.0,3.0,1.5,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5,3,1.0,1,3.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,7.0,9.0,6.0,5.0,6.75,2.0,-4.0,1.0
0,56,3.0,53.0,0,178.0,-1,75.0,23.67125362959223,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,3,3,3,1.0,4.5,1.5,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,5,2.0,1,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,24,3.0,21.0,0,161.0,0,55.0,21.218317194552675,0,0,1,0,0,0,0,0,1,0,0,20,2,0,0,1,0,0,1,0,1,1,1,0,1,0,3,2,1,0.5,1.5,1.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,3,2.5,1,4.0,5.0,2.0,4.0,3.0,3.0,3.5,1.0,2.0,7.0,7.0,3.0,6.0,5.75,0.0,-1.0,4.0
0,25,5.0,20.0,0,178.0,0,65.0,20.515086478979928,0,0,1,0,0,1,0,0,0,0,0,6,2,0,1,0,1,0,0,0,1,0,0,0,1,1,4,2,0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,5,3,2.0,1,6.0,7.0,5.0,6.0,5.0,6.0,5.833333333333332,1.0,1.0,12.0,14.0,10.0,13.0,12.25,2.0,-1.0,2.0
1,26,8.0,18.0,0,158.0,0,51.0,20.429418362441915,0,0,1,0,0,0,0,0,1,0,0,2,2,0,1,0,1,0,0,0,1,1,1,0,1,1,4,2,0,0.0,0.0,0.5,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,5,2.0,2,3.0,5.0,2.0,5.0,2.0,3.0,3.333333333333333,2.0,3.0,10.0,15.0,8.0,11.0,11.0,5.0,-4.0,2.0
1,27,1.0,26.0,0,157.0,0,51.5,20.893342529108686,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,1,0,1,1,2,1,1,1.0,1.5,1.5,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,2,3.0,0,2.0,4.0,0.0,0.0,2.0,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,45,20.0,25.0,0,170.0,0,70.0,24.22145328719723,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,inf,8.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,2,2.0,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,25,6.0,19.0,0,164.0,0,52.0,19.33372992266508,1,0,0,1,0,0,0,0,0,0,1,20,1,1,0,0,1,0,0,0,1,0,1,0,1,1,2,2,2,1.0,3.0,1.5,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,45,23.0,22.0,0,179.0,2,74.0,23.095409007209515,0,1,0,0,0,1,0,0,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,5,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,8.0,11.0,10.25,2.0,-1.0,2.0
0,26,3.0,23.0,0,174.0,0,64.0,21.13885585942661,0,1,0,0,0,0,1,0,0,0,0,2,2,0,1,0,1,0,0,0,1,1,0,0,1,0,3,1,1,1.0,0.5,0.5,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,6,2,2.0,2,2.0,6.0,4.0,4.0,2.0,2.0,3.333333333333333,4.0,0.0,6.0,8.0,5.0,7.0,6.5,2.0,-1.0,1.0
0,19,2.0,17.0,1,163.0,3,57.0,21.453573713726524,0,1,0,0,0,1,0,0,0,0,0,12,2,0,0,1,0,0,1,0,1,1,0,0,0,0,3,6,3,0.5,4.5,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,13,2,2.0,2,6.0,7.0,4.0,4.0,5.0,6.0,5.333333333333333,1.0,0.0,6.0,10.0,4.0,8.0,7.0,4.0,-2.0,2.0
1,21,10.0,11.0,0,171.0,0,61.0,20.86111966075032,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1.0,2.5,2.5,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12,1,1.0,1,2.0,5.0,1.0,3.0,3.0,3.0,2.833333333333333,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,1.0,18.0,0,173.0,0,60.0,20.047445621303748,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,2,2,0,0.0,0.0,1.5,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,20,2,3.0,2,3.0,5.0,0.0,0.0,3.0,3.0,2.333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,27,5.0,22.0,0,155.0,1,52.5,21.8522372528616,0,1,0,0,0,0,0,0,1,0,0,6,2,1,0,0,0,1,0,0,1,0,1,0,1,1,3,3,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,4,2,2.0,1,5.0,7.0,3.0,4.0,3.0,5.0,4.5,2.0,1.0,3.0,6.0,2.0,8.0,4.75,3.0,2.0,1.0
1,24,2.0,22.0,0,170.0,0,60.0,20.76124567474049,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,7,2,2.5,2,4.0,4.0,4.0,7.0,3.0,7.0,4.833333333333333,0.0,3.0,9.0,10.0,6.0,12.0,9.25,1.0,2.0,3.0
0,26,2.0,24.0,0,193.0,0,75.0,20.13476871862332,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,3,2,2,1.0,1.0,0.5,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,1,1.0,0,4.0,5.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,5.0,2.75,0.0,2.0,3.0
0,22,4.0,18.0,0,170.0,7,63.0,21.799307958477513,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,1,4,3,4,1.3333333333333333,2.0,0.5,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5,5,2.5,2,4.0,6.0,2.0,5.0,2.0,3.0,3.6666666666666665,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25,5.0,20.0,0,170.0,0,61.0,21.107266435986162,0,0,1,0,0,1,0,0,0,0,0,20,3,0,0,1,0,0,1,0,1,1,0,1,0,0,5,3,3,1.0,7.5,2.5,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5,3,2.0,1,5.0,8.0,4.0,7.0,4.0,6.0,5.666666666666668,3.0,3.0,10.0,12.0,10.0,13.0,11.25,2.0,1.0,0.0
1,24,4.0,20.0,0,158.0,0,50.0,20.028841531805803,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,1,4,3,3,1.0,4.5,1.5,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,4,3,2.0,1,5.0,7.0,2.0,3.0,1.0,3.0,3.5,2.0,1.0,12.0,15.0,10.0,12.0,12.25,3.0,-3.0,2.0
0,41,20.0,21.0,0,185.0,-2,77.0,22.498173849525198,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,1,0,1,0,1,1,4,0,0,0.0,0.0,1.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6,3,2.0,1,5.0,6.0,6.0,8.0,4.0,6.0,5.833333333333332,1.0,2.0,12.0,16.0,10.0,16.0,13.5,4.0,0.0,2.0
1,27,7.0,20.0,0,162.0,-5,54.0,20.576131687242796,0,1,0,0,0,0,0,1,0,0,0,12,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3,2,1.0,1,0.0,0.0,2.0,5.0,0.0,0.0,1.1666666666666667,0.0,3.0,5.0,9.0,4.0,7.0,6.25,4.0,-2.0,1.0
1,20,2.0,18.0,0,163.0,0,52.0,19.571681282697877,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1.0,1.5,1.5,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,10,3,2.0,0,5.0,6.0,3.0,5.0,2.0,3.0,4.0,1.0,2.0,5.0,9.0,5.0,7.0,6.5,4.0,-2.0,0.0
1,31,2.0,29.0,0,166.0,-3,56.0,20.322252866889247,1,0,0,1,0,1,0,0,0,0,0,3,2,0,0,1,1,0,0,0,1,1,1,0,1,1,5,3,3,1.0,4.5,1.5,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,3,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,5,2,2.5,1,3.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,8.0,10.0,5.0,11.0,8.5,2.0,1.0,3.0
0,19,6.0,13.0,1,168.0,2,60.0,21.258503401360546,1,0,0,1,0,0,0,0,1,0,0,20,3,0,1,0,1,0,0,1,0,0,0,0,0,1,3,2,2,1.0,5.0,2.5,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,2,3.0,2,5.0,6.0,4.0,5.0,4.0,5.0,4.833333333333333,1.0,1.0,8.0,11.0,6.0,9.0,8.5,3.0,-2.0,2.0
0,27,4.0,23.0,0,188.0,0,72.0,20.37120869171571,0,0,0,0,1,0,0,1,0,0,0,12,2,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,10,3,2.0,0,3.0,4.0,2.0,3.0,2.0,3.0,2.833333333333333,1.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,-2.0,0.0
0,39,5.0,34.0,0,172.0,0,82.0,27.717685235262305,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,1,1,0,1,0,1,0,2,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6,3,2.0,1,2.0,4.0,2.0,3.0,1.0,2.0,2.333333333333333,2.0,1.0,2.0,7.0,2.0,4.0,3.75,5.0,-3.0,0.0
0,31,1.0,30.0,0,183.0,7,80.0,23.888440980620494,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0.5,1.5,1.5,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,2,2.0,2,2.0,4.0,0.0,0.0,2.0,3.0,1.8333333333333333,2.0,0.0,4.0,7.0,1.0,6.0,4.5,3.0,-1.0,3.0
0,20,1.5,18.5,0,183.0,0,63.5,18.961450028367523,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,1,1,0,0,0,1,1,1,0,1,1,3,2,2,1.0,5.0,2.5,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,2,2.0,0,5.0,6.0,0.0,0.0,3.0,4.0,3.0,1.0,0.0,4.0,4.0,1.0,2.0,2.75,0.0,-2.0,3.0
0,22,2.0,20.0,0,182.0,0,76.0,22.94408887815481,1,0,0,0,0,1,0,0,0,0,0,20,2,0,1,0,0,0,1,0,1,1,1,0,1,1,3,2,2,1.0,5.0,2.5,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,2,2.0,1,4.0,5.0,3.0,4.0,3.0,4.0,3.8333333333333335,1.0,1.0,4.0,6.0,3.0,7.0,5.0,2.0,1.0,1.0
1,24,3.0,21.0,0,162.0,1,54.0,20.576131687242796,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,1,0,0,0,1,1,1,0,1,1,5,3,3,1.0,7.5,2.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,2,1.0,2,4.0,5.0,3.0,4.0,3.0,4.0,3.8333333333333335,1.0,1.0,8.0,12.0,7.0,12.0,9.75,4.0,0.0,1.0
0,28,6.0,22.0,0,170.0,0,65.0,22.49134948096886,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,2,2,1,0.5,2.5,2.5,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,3,2.0,0,6.0,7.0,0.0,0.0,4.0,5.0,3.6666666666666665,1.0,0.0,8.0,10.0,7.0,13.0,9.5,2.0,3.0,1.0
1,29,1.5,27.5,0,158.0,0,54.7,21.911552635795545,1,0,0,1,0,1,0,0,0,0,0,2,3,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,inf,1.5,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,2.0,0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.75,0.0,3.0,0.0
0,23,5.0,18.0,0,165.0,0,60.0,22.03856749311295,0,0,1,0,0,0,0,1,0,0,0,3,2,0,0,1,1,0,0,1,1,1,1,0,1,1,2,1,1,1.0,1.5,1.5,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,6,2,2.5,1,4.0,5.0,3.0,3.0,3.0,5.0,3.8333333333333335,1.0,0.0,9.0,12.0,6.0,9.0,9.0,3.0,-3.0,3.0
1,27,6.0,21.0,0,158.0,0,56.0,22.43230251562249,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,1,5,2,2,1.0,5.0,2.5,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,3,2.0,2,4.0,6.0,3.0,5.0,3.0,5.0,4.333333333333333,2.0,2.0,7.0,10.0,6.0,10.0,8.25,3.0,0.0,1.0
1,22,2.0,20.0,0,153.0,0,49.0,20.932120124738347,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,1,0,1,1,2,2,1,0.5,1.5,1.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,2,2.0,0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,7.0,3.0,5.0,4.5,4.0,-2.0,0.0
